,carid,pushDate,pushPrice,updatePriceTimeJson,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,fday
92,2206,2021-07-23,3.85,"{'2021-07-23': 3.85, '2021-08-03': '3.8', '2021-08-05': '3.6'}",2021-08-05,6,149,1460,5.57,4,15,1,1,5,2016-03-01,2016-04-21,779413.0,1.0,2016.0,1.5,11,1,8.78,1.0,2,2,112.0,6,3,2021-06-03,1.0,5.0,2.0,1,4425*1789*1483,201512.0,1,,3.6,13
559,48519,2021-08-05,15.5,{'2021-08-05': 15.5},2021-08-05,11,725,8940,6.87,4,1,2,0,5,2011-01-01,2011-03-31,779412.0,3.0,2010.0,3.2,7,1,65.8,1.0,3,2,,39,1,,1.0,5.0,2.0,1+2,4629*1880*1653,201011.0,1,,15.5,0
462,69158,2021-08-05,11.58,{'2021-08-05': 11.58},2021-08-05,8,767,11960,10.48,5,1,2,0,4,2010-05-01,2010-10-28,779412.0,3.0,2009.0,3.6,23,1,53.68,1.0,6,2,661.0,58,2,,1.0,4.0,3.0,1+2,4799*1855*1417,200905.0,1,,11.58,0
239,30904,2021-08-05,1.48,{'2021-08-05': 1.48},2021-08-05,1,798,6172,7.67,3,7,1,0,5,2014-03-01,2014-04-22,779416.0,2.0,2012.0,1.0,6,1,3.98,1.0,7,2,633.0,1,3,,1.0,5.0,2.0,,3545*1495*1523,201208.0,1,2089-01-04,1.48,0
1083,1295,2021-08-05,5.16,{'2021-08-05': 5.16},2021-08-05,2,2,1121,13.84,5,1,2,0,5,2011-11-01,2011-12-21,779415.0,2.0,2011.0,1.6,4,1,13.88,1.0,2,2,100.0,2,2,,1.0,4.0,3.0,1+2,4545*1760*1490,201009.0,1,,5.16,0
366,31464,2021-08-05,12.98,{'2021-08-05': 12.98},2021-08-05,19,26,29,2.45,4,1,4,0,5,2020-04-01,2020-04-28,779413.0,1.0,2019.0,2.0,14,1,14.98,3.0,9,2,21.0,9,5,,2.0,4.0,,1,5410*1934*1886,201909.0,1,,12.98,0
212,63916,2021-08-05,4.98,{'2021-08-05': 4.98},2021-08-05,5,67,945,8.4,4,19,2,0,5,2012-09-01,2012-10-29,779416.0,2.0,2012.0,2.0,3,1,20.39,,6,2,53.0,5,2,,1.0,4.0,3.0,1+2,4830*1856*1484,201202.0,1,,4.98,0
1434,45399,2021-08-05,55.3,{'2021-08-05': 55.3},2021-08-05,27,379,8472,6.87,1,1,1,1,5,2015-05-01,2015-08-31,779411.0,3.0,2015.0,3.0,13,1,104.8,1.0,11,2,,29,1,2021-05-21,4.0,5.0,2.0,3+2,4850*2073*1780,201501.0,1,,55.3,0
256,241,2021-08-05,6.5,{'2021-08-05': 6.5},2021-08-05,44,170,234,7.16,1,1,2,3,5,2012-09-01,2013-01-09,779416.0,3.0,2013.0,2.4,5,1,26.69,1.0,5,2,,55,1,2021-06-11,1.0,5.0,2.0,1,4448*1812*1663,201210.0,1,,6.5,0
1048,34298,2021-08-05,7.28,{'2021-08-05': 7.28},2021-08-05,17,592,6717,4.16,1,14,1,0,5,2016-08-01,2016-10-31,779413.0,1.0,2015.0,2.0,23,2,27.98,1.0,3,2,325.0,19,1,,2.0,5.0,2.0,3+2,4815*1855*1720,201506.0,1,,7.28,0
167,26187,2021-08-05,11.5,{'2021-08-05': 11.5},2021-08-05,33,75,5412,7.42,1,1,1,0,5,2018-02-01,2018-05-30,779414.0,2.0,2018.0,1.8,3,1,22.37,,5,2,728.0,35,1,,2.0,5.0,,1+2,4510*1850*1662,201801.0,2,,11.5,0
893,306,2021-08-05,2.5,{'2021-08-05': 2.5},2021-08-05,32,199,293,11.3,1,5,2,0,5,2012-07-01,2012-08-24,779415.0,2.0,2011.0,1.6,4,1,10.88,1.0,2,2,152.0,34,3,,1.0,5.0,2.0,1,4135*1755*1605,201104.0,2,,2.5,0
1302,164,2021-08-06,23.5,{'2021-08-06': 23.5},2021-08-06,20,127,160,1.14,1,5,4,0,5,2019-01-01,2019-06-03,779412.0,2.0,2019.0,1.6,19,1,31.58,1.0,6,2,98.0,21,2,,2.0,4.0,,1+2,4784*1810*1457,201810.0,2,,23.5,0
547,9498,2021-05-19,5.63,"{'2021-05-19': 5.63, '2021-05-20': '5.5', '2021-08-06': '5.48'}",2021-08-06,7,166,333,13.85,2,5,2,1,5,2008-10-01,2009-01-04,779415.0,2.0,2008.0,2.5,5,1,22.48,1.0,6,2,168.0,7,2,2016-02-01,1.0,4.0,3.0,1,4850*1795*1475,,1,,5.48,79
1695,32095,2021-07-28,5.5,"{'2021-07-28': 5.5, '2021-08-02': '5.28', '2021-08-06': '5'}",2021-08-06,33,104,6384,8.09,1,10,1,0,5,2014-10-01,2014-12-08,779414.0,2.0,2013.0,2.0,3,1,18.67,1.0,5,2,,35,1,,1.0,5.0,2.0,1+2,4428*1840*1652,201301.0,1,,5.0,9
34,45512,2021-08-06,12.6,{'2021-08-06': 12.6},2021-08-06,8,11,1051,4.23,2,1,1,0,5,2018-04-01,2018-06-27,779412.0,2.0,2017.0,1.8,7,1,22.29,1.0,6,2,,10,2,,2.0,4.0,3.0,1+2,4872*1834*1484,201702.0,1,,12.6,0
1580,69874,2021-07-03,4.58,"{'2021-07-03': 4.58, '2021-07-08': '4.38', '2021-07-31': '4.33', '2021-08-06': '4.28'}",2021-08-06,6,6,6,12.84,2,5,1,1,5,2016-11-01,2017-01-09,779413.0,1.0,2016.0,1.3,2,1,9.49,1.0,5,2,6.0,6,1,2021-05-13,2.0,5.0,2.0,1,4500*1834*1707,201608.0,1,,4.28,34
1752,73525,2021-07-25,7.2,"{'2021-07-25': 7.2, '2021-08-06': '7'}",2021-08-06,23,793,12619,8.23,1,1,1,1,5,2017-02-01,2017-03-29,779419.0,2.0,2015.0,1.6,3,1,14.28,1.0,1,2,,25,1,2020-07-31,1.0,5.0,2.0,1+2,4270*1780*1627,201410.0,1,,7.0,12
164,52739,2021-08-06,1.3,{'2021-08-06': 1.3},2021-08-06,5,5,9584,9.27,5,19,2,0,5,2010-07-01,2010-08-23,779416.0,2.0,2011.0,1.6,6,1,10.79,1.0,2,2,,5,2,,1.0,4.0,3.0,1,4515*1725*1445,201008.0,2,,1.3,0
801,1179,2021-08-06,2.75,{'2021-08-06': 2.75},2021-08-06,56,413,1038,7.07,1,5,1,0,5,2017-10-01,2018-02-05,,,2017.0,1.5,12,1,8.88,,3,2,336.0,62,1,,,,,1+2,4745*1856*1710,201701.0,1,,2.75,0
966,372,2021-08-06,13.5,{'2021-08-06': 13.5},2021-08-06,30,227,351,9.66,1,1,2,1,5,2012-02-01,2012-08-23,779418.0,3.0,2012.0,3.0,3,1,44.99,1.0,6,2,,68,9,2021-07-23,2.0,5.0,2.0,1+2,4628*1865*1469,201204.0,2,,13.5,0
520,4489,2021-08-06,1.0,{'2021-08-06': 1.0},2021-08-06,28,47,1827,12.77,6,15,2,0,5,2009-08-01,2009-11-05,779419.0,2.0,2009.0,1.6,6,1,10.98,1.0,2,2,36.0,30,2,,1.0,4.0,3.0,1,4530*1775*1460,200906.0,1,,1.0,0
720,51356,2021-06-23,39.8,"{'2021-06-23': 39.8, '2021-07-25': '39.6', '2021-08-06': '39.5'}",2021-08-06,20,572,9406,5.68,2,1,1,0,7,2018-09-01,2018-11-29,779412.0,2.0,2018.0,2.0,15,1,28.98,,10,2,91.0,69,6,,2.0,4.0,,1+2,5370*1928*1880,201810.0,1,,39.5,44
415,34255,2021-08-06,2.3,{'2021-08-06': 2.3},2021-08-06,12,21,6730,18.96,1,5,3,1,5,2008-03-01,2008-03-28,779415.0,2.0,2007.0,1.5,11,1,11.68,1.0,4,2,226.0,16,3,2021-04-05,1.0,5.0,2.0,1,3845*1675*1535,,1,,2.3,0
1254,28870,2021-08-06,8.98,{'2021-08-06': 8.98},2021-08-06,66,268,5881,13.7,2,1,2,0,5,2010-06-01,2010-08-11,,,2010.0,3.0,3,1,57.8,1.0,3,2,,77,1,,,,,1+2,4851*1910*1667,200910.0,1,,8.98,0
1012,65704,2021-08-06,53.8,{'2021-08-06': 53.8},2021-08-06,20,179,11512,10.3,2,1,1,1,5,2014-06-01,2014-10-15,779412.0,3.0,2014.0,3.0,15,1,93.8,1.0,16,2,414.0,48,2,2021-07-07,5.0,4.0,3.0,3+2,5250*1899*1494,201405.0,1,,53.8,0
1325,1471,2021-08-06,6.1,{'2021-08-06': 6.1},2021-08-06,23,56,64,7.73,1,4,2,1,5,2014-02-01,2014-04-04,779419.0,2.0,2014.0,1.8,3,1,14.98,1.0,6,2,,25,2,2018-10-05,1.0,4.0,3.0,1,4710*1820*1470,201311.0,2,,6.1,0
1917,246,2021-08-06,2.02,{'2021-08-06': 2.02},2021-08-06,51,173,239,3.27,2,2,1,0,7,2015-05-01,2015-08-31,779413.0,1.0,2014.0,1.5,6,1,6.88,1.0,14,2,131.0,56,6,,1.0,5.0,2.0,1,4420*1695*1825,201407.0,2,,2.02,0
1639,41093,2021-08-03,1.65,"{'2021-08-03': 1.65, '2021-08-06': '2'}",2021-08-06,5,5,7752,13.56,5,1,2,1,5,2008-06-01,2008-09-02,779416.0,2.0,2008.0,1.6,4,1,11.79,1.0,2,2,5.0,5,2,2018-05-28,1.0,4.0,3.0,1,4515*1725*1445,,1,,2.0,3
8,34164,2021-07-16,14.88,"{'2021-07-16': 14.88, '2021-07-20': '14.58', '2021-08-06': '13.58'}",2021-08-06,30,926,6724,10.74,1,19,1,0,5,2015-12-01,2015-12-30,779418.0,2.0,2015.0,2.0,13,2,50.59,1.0,6,2,843.0,32,2,,2.0,4.0,3.0,1+2,4715*1866*1481,201504.0,1,,13.58,21
747,62442,2021-06-02,43.8,"{'2021-06-02': 43.8, '2021-07-05': '43.6', '2021-07-25': '43.4', '2021-07-29': '42.8', '2021-08-06': '42.5'}",2021-08-06,18,243,10992,7.24,1,1,1,0,5,2015-06-01,2015-08-19,779412.0,3.0,2014.0,3.0,13,1,83.8,,11,2,264.0,20,1,,2.0,5.0,2.0,3+2,4909*1938*1772,201410.0,1,,42.5,65
901,22046,2021-08-06,36.5,{'2021-08-06': 36.5},2021-08-06,20,228,1104,8.14,1,1,1,1,7,2017-08-01,2017-10-17,779412.0,2.0,2017.0,2.0,15,1,59.3,1.0,10,2,91.0,69,6,2021-07-27,2.0,5.0,2.0,1+2,5140*1928*1920,201706.0,1,,36.5,0
428,499,2021-08-06,8.7037,{'2021-08-06': 8.7037},2021-08-06,23,35,471,2.36,1,2,1,0,5,2016-10-01,2016-11-22,779419.0,2.0,2015.0,1.6,16,1,17.99,1.0,5,2,,25,1,,2.0,5.0,2.0,1+2,4475*1850*1660,201509.0,2,,8.7037,0
1818,62360,2021-08-06,23.58,{'2021-08-06': 23.58},2021-08-06,66,303,10987,3.65,1,19,1,0,5,2018-04-01,2018-09-28,779416.0,2.0,2018.0,2.0,19,2,37.99,1.0,3,2,,75,1,,2.0,5.0,,1+2,4812*1903*1680,201711.0,1,,23.58,0
1974,69775,2021-07-15,3.58,"{'2021-07-15': 3.58, '2021-07-20': '3.38', '2021-07-31': '3.33', '2021-08-06': '3.28'}",2021-08-06,1,207,311,7.58,6,5,1,1,5,2015-10-01,2015-11-30,779413.0,1.0,2015.0,1.8,6,1,8.98,1.0,5,2,158.0,1,1,2020-10-14,1.0,5.0,2.0,1,4620*1820*1750,201507.0,1,,3.28,22
581,28504,2021-05-23,4.3,"{'2021-05-23': 4.3, '2021-06-17': '4.18', '2021-08-06': '4.08'}",2021-08-06,23,156,222,7.32,1,5,1,1,5,2015-08-01,2015-09-17,779419.0,2.0,2014.0,1.4,4,1,8.69,1.0,4,2,116.0,25,2,2021-05-20,1.0,4.0,3.0,1,4375*1700*1460,201403.0,1,,4.08,75
1249,44762,2021-08-06,39.8,{'2021-08-06': 39.8},2021-08-06,20,95,8342,1.04,2,14,4,0,5,2020-12-01,2021-01-14,,,2021.0,1.5,19,1,43.08,1.0,8,2,,21,2,,,,,1+2,5078*1860*1484,202009.0,1,,39.8,0
68,58749,2021-07-30,3.58,"{'2021-07-30': 3.58, '2021-07-31': '3.28', '2021-08-06': '3.18'}",2021-08-06,6,1106,10444,1.44,4,5,1,1,5,2018-06-01,2018-12-18,779413.0,1.0,2017.0,1.3,4,1,5.79,1.0,1,2,,6,1,2021-07-26,1.0,5.0,2.0,1,3778*1663*1519,201705.0,1,,3.18,7
1425,1535,2021-07-15,5.8,"{'2021-07-15': 5.8, '2021-08-06': '5.9'}",2021-08-06,23,154,827,6.8,1,4,2,0,5,2016-05-01,2016-07-05,779419.0,2.0,2016.0,1.6,3,1,12.78,1.0,2,2,63.0,25,2,,1.0,4.0,3.0,1,4570*1775*1445,201605.0,2,2049-07-15,5.9,22
17,17,2021-07-22,12.8,"{'2021-07-22': 12.8, '2021-08-07': '12.7'}",2021-08-07,12,17,17,7.27,1,1,1,1,5,2016-05-01,2016-07-08,779415.0,2.0,2015.0,2.4,8,1,22.98,1.0,6,2,14.0,13,2,2021-06-23,1.0,4.0,3.0,1+2,4840*1850*1465,201411.0,1,,12.7,16
3,70693,2021-08-07,5.3,{'2021-08-07': 5.3},2021-08-07,37,84,469,2.47,1,1,1,2,5,2019-11-01,2020-04-08,,1.0,2019.0,1.5,10,1,9.79,1.0,3,2,67.0,11,1,2020-11-16,,,,1,4750*1910*1710,201907.0,1,2035-04-08,5.3,0
509,65897,2021-07-27,7.0,"{'2021-07-27': 7.0, '2021-07-31': '6.7', '2021-08-07': '6.5'}",2021-08-07,30,640,11547,15.36,2,1,2,1,7,2009-05-01,2009-08-21,,,2009.0,2.5,21,1,63.8,1.0,11,2,783.0,68,1,2017-10-13,,,,1+2,4807*1898*1784,,1,,6.5,11
84,552,2021-08-07,4.15,{'2021-08-07': 4.15},2021-08-07,74,288,519,4.9,7,2,1,0,5,2016-08-01,2016-12-23,779413.0,1.0,2015.0,2.0,13,1,13.98,1.0,5,2,213.0,88,1,,2.0,5.0,2.0,1+2,4420*1910*1630,201508.0,2,,4.15,0
659,50550,2021-08-07,7.2,{'2021-08-07': 7.2},2021-08-07,30,834,9263,7.6,5,1,2,1,5,2010-09-01,2010-11-17,779418.0,2.0,2010.0,2.5,3,1,39.8,1.0,8,2,813.0,113,2,2021-08-03,2.0,4.0,3.0,1+2,4991*1861*1490,200911.0,1,,7.2,0
1511,7158,2021-08-07,26.0,{'2021-08-07': 26.0},2021-08-07,20,127,2274,2.18,4,17,4,0,5,2019-11-01,2019-12-16,779412.0,2.0,2020.0,1.5,19,1,31.58,1.0,6,2,307.0,21,2,,2.0,4.0,,1+2,4784*1810*1457,201909.0,1,,26.0,0
338,1076,2021-08-07,3.15,{'2021-08-07': 3.15},2021-08-07,12,71,956,13.76,5,4,2,0,5,2009-03-01,2009-05-25,779415.0,2.0,2009.0,1.8,22,1,16.78,1.0,2,2,169.0,13,2,,1.0,4.0,3.0,1,4520*1755*1450,200901.0,2,,3.15,0
1653,31781,2021-07-07,6.8,"{'2021-07-07': 6.8, '2021-07-09': '6.5', '2021-07-13': '6.2', '2021-07-16': '6', '2021-07-19': '5.98', '2021-07-22': '5.9', '2021-07-28': '5.8', '2021-08-07': '5.6'}",2021-08-07,6,91,175,2.15,1,17,1,0,5,2018-10-01,2019-01-29,779413.0,1.0,2018.0,1.8,10,1,9.68,1.0,2,2,71.0,6,2,2015-09-02,1.0,4.0,,1,4725*1802*1478,201801.0,1,,5.6,31
899,27310,2021-08-07,11.68,{'2021-08-07': 11.68},2021-08-07,4,440,5608,5.27,1,3,2,0,4,2013-10-01,2014-02-14,779411.0,3.0,2011.0,1.6,3,1,24.5,1.0,4,2,,4,3,,1.0,5.0,2.0,1+2,3961*1683*1448,201010.0,1,,11.68,0
152,1636,2021-08-07,5.1,{'2021-08-07': 5.1},2021-08-07,2,187,1365,13.5,5,1,2,0,5,2010-06-01,2010-07-12,,,2009.0,2.0,4,1,21.78,,5,2,156.0,2,1,,,,,1+2,4630*1815*1685,200904.0,2,,5.1,0
855,68019,2021-07-29,11.2,"{'2021-07-29': 11.2, '2021-08-07': '9.8'}",2021-08-07,3,133,11816,9.25,1,12,2,1,5,2014-06-01,2014-08-13,779416.0,2.0,2013.0,2.0,3,1,25.28,1.0,6,2,,3,2,2018-01-10,2.0,4.0,3.0,1+2,4860*1854*1480,201308.0,1,2088-07-28,9.8,9
1334,359,2021-08-06,2.8,"{'2021-08-06': 2.8, '2021-08-07': '3.43'}",2021-08-07,14,221,340,8.17,1,1,1,0,5,2015-08-01,2015-09-22,,,2015.0,2.0,3,1,12.98,1.0,5,2,170.0,15,1,,,,,1+2,4654*1816*1680,201503.0,2,,3.43,1
888,9349,2021-08-07,8.88,{'2021-08-07': 8.88},2021-08-07,20,127,343,11.65,5,1,2,0,5,2012-04-01,2012-05-08,779412.0,2.0,2011.0,1.6,21,1,30.8,1.0,6,2,,21,2,,4.0,4.0,3.0,1+2,4591*1770*1444,201107.0,2,,8.88,0
745,27988,2021-08-07,6.2,{'2021-08-07': 6.2},2021-08-07,2,230,5729,21.53,2,14,2,3,5,2007-08-01,2007-09-30,779415.0,2.0,2007.0,2.5,3,1,32.8,1.0,8,2,210.0,2,2,2020-12-07,1.0,4.0,3.0,1+2,4855*1780*1480,,1,,6.2,0
772,1264,2021-08-07,6.1,{'2021-08-07': 6.1},2021-08-07,23,198,1099,12.56,2,1,2,1,5,2013-09-01,2013-11-01,779419.0,2.0,2013.0,2.4,3,1,20.99,1.0,6,2,,25,2,2016-09-19,1.0,4.0,3.0,1+2,4820*1835*1475,201304.0,1,,6.1,0
1893,1594,2021-08-07,38.5,{'2021-08-07': 38.5},2021-08-07,42,396,1333,7.65,5,1,2,2,5,2016-04-01,2016-07-07,779412.0,3.0,2017.0,2.0,7,1,55.0,,3,2,,43,1,2021-08-04,5.0,5.0,2.0,"1+2,4+2",4681*1923*1624,201512.0,2,,38.5,0
1582,1474,2021-08-07,3.7,{'2021-08-07': 3.7},2021-08-07,7,166,333,19.95,2,1,2,0,5,2008-07-01,2008-08-29,779415.0,2.0,2008.0,2.5,5,1,22.48,1.0,6,2,168.0,7,2,,1.0,4.0,3.0,1,4850*1795*1475,,2,,3.7,0
1420,61825,2021-08-06,8.58,"{'2021-08-06': 8.58, '2021-08-07': '7.98'}",2021-08-07,8,865,10887,9.94,3,1,2,2,4,2008-04-01,2008-12-05,779412.0,3.0,,2.0,23,1,44.8,1.0,13,2,,58,11,2021-07-13,2.0,2.0,3.0,1+2,4407*1791*1443,,2,,7.98,1
41,1066,2021-08-07,16.28,{'2021-08-07': 16.28},2021-08-07,3,3,813,8.1,2,4,1,0,7,2016-07-01,2016-08-18,779416.0,2.0,2016.0,2.0,3,1,33.98,1.0,3,2,3.0,3,1,,2.0,5.0,2.0,3+2,4878*1925*1770,201605.0,2,,16.28,0
1596,1523,2021-08-08,6.58,{'2021-08-08': 6.58},2021-08-08,18,300,1286,5.09,5,1,2,0,5,2010-11-01,2011-02-17,779412.0,3.0,2008.0,2.0,3,1,28.8,1.0,2,2,79.0,20,3,,1.0,5.0,2.0,1+2,4239*1748*1421,,2,,6.58,0
1229,55021,2021-08-03,9.68,"{'2021-08-03': 9.68, '2021-08-08': '9.38'}",2021-08-08,44,201,9959,7.48,1,17,1,0,5,2017-03-01,2017-05-24,779416.0,2.0,2017.0,1.4,16,1,19.98,1.0,5,2,,46,1,,2.0,5.0,2.0,1+2,4415*1819*1625,201612.0,2,,9.38,5
1067,64367,2021-08-08,5.5,{'2021-08-08': 5.5},2021-08-08,78,317,11310,9.1,3,10,1,0,5,2016-04-01,2016-11-08,779413.0,1.0,2016.0,1.6,10,1,17.49,,5,2,,91,1,,2.0,5.0,2.0,1+2,4587*1869*1676,201603.0,1,,5.5,0
1827,37454,2021-08-08,7.98,{'2021-08-08': 7.98},2021-08-08,7,7,7,7.68,1,1,2,0,5,2013-04-01,2013-04-27,779415.0,2.0,2012.0,2.0,5,1,18.08,1.0,5,2,7.0,7,1,,1.0,5.0,2.0,1,4315*1783*1606,201204.0,1,,7.98,0
1682,423,2021-08-08,10.2,{'2021-08-08': 10.2},2021-08-08,18,248,399,10.67,1,1,1,1,5,2016-03-01,2016-08-12,,,2016.0,1.5,3,1,23.48,1.0,2,2,,23,3,2017-01-17,,,,1+2,4342*1800*1600,201603.0,1,,10.2,0
1323,66467,2021-08-08,29.8,{'2021-08-08': 29.8},2021-08-08,18,33,11623,0.72,2,14,4,0,5,2020-04-01,2020-06-15,779412.0,2.0,2020.0,2.0,13,1,32.99,1.0,6,2,205.0,23,2,,2.0,4.0,,1+2,4719*1827*1459,201911.0,2,,29.8,0
1032,1593,2021-08-08,1.0,{'2021-08-08': 1.0},2021-08-08,33,467,1332,21.73,3,5,3,1,5,2007-09-01,2008-05-28,,,2007.0,1.4,6,1,7.88,1.0,4,2,293.0,35,3,2021-03-05,,,,1,3873*1673*1435,,2,2029-08-05,1.0,0
1965,46559,2021-08-08,2.98,{'2021-08-08': 2.98},2021-08-08,47,436,8623,11.39,2,15,2,1,5,2012-09-01,2012-09-29,779414.0,2.0,2012.0,2.0,6,1,17.69,1.0,6,2,208.0,51,2,2017-07-10,1.0,4.0,3.0,1+2,4805*1860*1458,201112.0,1,,2.98,0
1472,19115,2021-08-08,0.95,{'2021-08-08': 0.95},2021-08-08,10,596,4284,9.0,6,15,2,0,5,2013-07-01,2013-08-20,779413.0,1.0,2012.0,1.5,6,1,6.98,1.0,2,2,360.0,11,2,,1.0,4.0,3.0,1,4580*1760*1483,201210.0,1,,0.95,0
1447,529,2021-08-08,4.6,{'2021-08-08': 4.6},2021-08-08,33,104,498,4.71,1,1,2,0,5,2014-06-01,2014-10-15,779414.0,2.0,2014.0,1.6,3,1,22.08,1.0,5,2,81.0,35,1,,2.0,5.0,2.0,1+2,4428*1840*1652,201404.0,2,,4.6,0
1575,1103,2021-08-08,20.4,{'2021-08-08': 20.4},2021-08-08,20,95,981,11.59,2,1,1,0,5,2014-12-01,2015-02-05,779412.0,2.0,2015.0,2.0,15,1,46.8,1.0,8,2,,21,2,,2.0,4.0,3.0,3+2,5024*1854*1477,201506.0,2,,20.4,0
1103,690,2021-08-01,0.88,"{'2021-08-01': 0.88, '2021-08-08': '0.95'}",2021-08-08,3,137,640,12.3,2,4,3,1,5,2009-05-01,2009-05-22,779416.0,2.0,2009.0,1.8,17,1,13.49,1.0,2,2,125.0,3,2,2019-08-08,1.0,4.0,3.0,1+2,4480*1840*1500,200809.0,2,2036-08-01,0.95,7
1640,572,2021-08-08,8.0,{'2021-08-08': 8.0},2021-08-08,75,293,536,8.0,6,2,1,0,5,2016-10-01,2017-02-06,779412.0,1.0,2016.0,2.0,3,1,21.68,1.0,3,2,216.0,89,1,,2.0,5.0,2.0,1+2,4715*1911*1690,201604.0,2,,8.0,0
416,22604,2021-08-08,5.88,{'2021-08-08': 5.88},2021-08-08,8,163,4880,7.35,6,9,1,0,5,2014-12-01,2015-06-01,779412.0,2.0,2015.0,1.4,6,1,13.98,1.0,14,2,338.0,10,6,,2.0,5.0,2.0,1+2,4395*1794*1634,201408.0,1,,5.88,0
1719,35,2021-07-26,35.2,"{'2021-07-26': 35.2, '2021-07-29': '35.0', '2021-08-01': '24.8', '2021-08-03': '24.5', '2021-08-05': '24.3', '2021-08-08': '24.0'}",2021-08-08,8,32,35,1.76,2,2,1,0,7,2018-09-01,2018-12-27,779412.0,2.0,,2.0,7,1,33.89,1.0,11,2,11.0,10,1,,2.0,5.0,2.0,1+2,5039*1989*1773,201703.0,2,,24.0,13
141,2430,2021-08-08,12.3,{'2021-08-08': 12.3},2021-08-08,6,483,1492,0.05,2,1,4,0,5,2021-01-01,2021-01-28,,,2021.0,1.8,7,1,13.68,1.0,6,2,143.0,6,2,,,,,1+2,4986*1861*1513,202008.0,1,,12.3,0
1344,1013,2021-08-08,5.7,{'2021-08-08': 5.7},2021-08-08,12,21,907,4.54,1,2,1,0,5,2016-11-01,2017-01-04,779415.0,2.0,2016.0,1.5,11,1,8.18,1.0,4,2,,16,3,,1.0,5.0,2.0,1,4065*1695*1525,201608.0,1,,5.7,0
564,19069,2021-08-08,17.8,{'2021-08-08': 17.8},2021-08-08,3,3,143,2.72,1,1,1,0,7,2016-01-01,2016-02-01,779416.0,2.0,2015.0,2.0,3,1,33.98,1.0,3,2,3.0,3,1,,2.0,5.0,2.0,3+2,4878*1925*1770,201504.0,1,,17.8,0
1217,16219,2021-08-08,5.9,{'2021-08-08': 5.9},2021-08-08,11,63,631,12.02,2,10,2,2,5,2009-09-01,2009-10-10,779412.0,2.0,2010.0,2.0,2,1,30.98,1.0,6,2,,12,2,2016-06-07,2.0,4.0,3.0,1+2,4763*1826*1426,200908.0,1,,5.9,0
175,582,2021-07-24,17.0,"{'2021-07-24': 17.0, '2021-08-09': '15.73'}",2021-08-09,3,3,543,6.3,1,4,1,0,7,2015-06-01,2015-10-14,779416.0,2.0,2015.0,2.7,3,1,39.98,1.0,3,2,219.0,3,1,,5.0,5.0,2.0,1+2,4878*1925*1770,201504.0,2,,15.73,16
1847,7327,2021-08-09,9.8,{'2021-08-09': 9.8},2021-08-09,18,175,2321,8.44,5,1,2,1,5,2010-06-01,2010-07-09,779412.0,2.0,2010.0,2.5,3,1,46.86,1.0,8,2,262.0,23,2,2021-06-21,1.0,4.0,3.0,3+2,4981*1846*1477,200908.0,1,,9.8,0
561,35023,2021-08-09,6.98,{'2021-08-09': 6.98},2021-08-09,26,1048,6798,0.93,1,17,1,0,5,2017-09-01,2017-11-06,779413.0,1.0,2017.0,1.0,18,2,21.58,1.0,2,2,,22,2,,2.0,4.0,3.0,1+2,4671*1835*1460,201704.0,2,,6.98,0
22,11,2021-08-09,15.2,{'2021-08-09': 15.2},2021-08-09,8,11,11,7.03,2,3,1,0,5,2018-11-01,2019-03-08,779412.0,2.0,2019.0,2.0,7,1,21.79,1.0,6,2,11.0,10,2,,2.0,4.0,,1+2,4933*1836*1469,201810.0,1,,15.2,0
1052,32422,2021-08-09,11.5,{'2021-08-09': 11.5},2021-08-09,16,23,6457,7.04,4,14,1,0,5,2016-10-01,2016-11-17,779415.0,2.0,2017.0,2.5,3,1,19.98,1.0,6,2,,18,2,,1.0,4.0,3.0,1+2,4870*1840*1450,201608.0,2,,11.5,0
1115,15595,2021-08-09,20.6,{'2021-08-09': 20.6},2021-08-09,20,127,3654,5.95,1,1,1,1,5,2015-03-01,2015-03-30,779412.0,2.0,2015.0,2.0,15,1,36.9,1.0,6,2,91.0,21,2,2021-06-30,2.0,4.0,3.0,1+2,4783*1810*1442,201408.0,1,,20.6,0
1378,1022,2021-08-09,4.7,{'2021-08-09': 4.7},2021-08-09,7,113,895,8.1,5,5,3,0,5,2014-04-01,2014-05-26,779415.0,2.0,2012.0,1.6,4,1,10.98,1.0,2,2,68.0,7,2,,1.0,4.0,3.0,1,4665*1700*1505,201207.0,2,,4.7,0
762,21199,2021-08-09,15.35,{'2021-08-09': 15.35},2021-08-09,12,53,4646,3.22,1,19,4,0,5,2019-10-01,2019-11-28,779415.0,2.0,2019.0,1.5,11,1,17.98,1.0,5,2,249.0,13,1,,2.0,5.0,,1+2,4585*1855*1679,201810.0,1,,15.35,0
252,6112,2021-08-09,22.78,{'2021-08-09': 22.78},2021-08-09,11,15,2107,3.1,5,1,1,2,5,2016-01-01,2016-03-30,779412.0,2.0,2016.0,1.8,7,1,44.85,1.0,8,2,,12,2,2021-07-16,2.0,4.0,3.0,"1+2,4+2",5036*1874*1466,201601.0,1,,22.78,0
