carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,成交周期
22441,2021-02-21,25.0,{},2021-02-23,2021-02-23,2021-02-21,55,584,4849,3.67,2,1,1.0,0,5,2017-09-01,2017-12-07,779415.0,2.0,2017.0,2.5,15.0,1,40.88,1.0,8,2,384.0,61,2,,1.0,4.0,2.0,3+2,5130*1845*1510,201701.0,1,2022-02-21,25.0,2.0
67241,2020-01-04,28.8,"{""2020-01-10"": ""28.6""}",2020-03-04,2020-03-04,2020-01-10,18,33,667,2.56,3,15,1.0,0,5,2018-12-01,2019-01-09,,,2019.0,2.0,13.0,1,33.98,1.0,6,2,153.0,23,2,,,,,1+2,4760*1811*1455,201809.0,2,,28.6,60.0
12163,2021-04-10,17.88,{},2021-05-18,2021-05-18,2021-04-10,8,185,3139,6.3,1,7,1.0,0,7,2017-12-01,2018-07-31,779412.0,3.0,2018.0,2.0,23.0,1,27.18,1.0,12,2,,58,6,,2.0,5.0,2.0,1+2,4854*1904*1740,201708.0,1,2040-04-10,17.88,38.0
28972,2020-06-19,0.99,{},2020-06-27,2020-06-27,2020-06-19,10,922,5905,1.97,1,35,1.0,1,5,2014-11-01,2014-12-12,779413.0,1.0,2013.0,1.0,6.0,1,3.79,1.0,7,2,294.0,11,3,2016-06-15,1.0,5.0,2.0,1,3564*1620*1527,201303.0,1,,0.99,8.0
53569,2020-07-13,1.88,"{""2020-07-19"": ""1.68""}",2020-07-19,2020-07-19,2020-07-19,13,58,9710,2.58,5,14,2.0,0,5,2012-05-01,2012-07-30,779416.0,2.0,2011.0,1.4,1.0,1,7.93,1.0,4,2,45.0,14,2,,1.0,4.0,3.0,,4249*1690*1503,201107.0,2,,1.68,6.0
14509,2021-05-19,4.8,{},2021-05-20,2021-05-20,2021-05-19,8,8,3511,4.22,1,1,1.0,0,5,2014-12-01,2015-01-30,779412.0,2.0,2015.0,1.6,9.0,1,10.83,1.0,2,2,,8,2,,1.0,4.0,3.0,1,4487*1706*1470,201409.0,1,,4.8,1.0
40400,2020-11-08,23.8,"{""2020-11-10"": ""23.5""}",2020-11-21,2020-11-21,2020-11-10,18,175,7675,4.56,7,17,1.0,0,5,2014-08-01,2014-09-24,779412.0,2.0,2014.0,2.0,13.0,1,43.56,1.0,8,2,34.0,23,2,,2.0,4.0,3.0,3+2,5055*1860*1491,201309.0,1,,23.5,13.0
71705,2020-09-21,17.9,"{""2020-09-25"": ""17.3799""}",2020-10-27,2020-10-27,2020-09-25,17,592,12370,2.62,1,14,1.0,0,7,2018-07-01,2018-09-14,,,2018.0,2.0,32.0,2,24.99,1.0,3,2,325.0,19,1,,,,,1+2,4870*1950*1725,201806.0,1,,17.3799,36.0
48851,2020-11-30,17.0,"{""2020-12-17"": ""15.8""}",2020-12-23,2020-12-23,2020-12-17,2,427,8983,17.07,1,14,2.0,2,8,2009-07-01,2010-01-07,779415.0,3.0,2004.0,2.7,4.0,1,41.2,1.0,11,2,350.0,45,1,2019-11-30,1.0,5.0,2.0,1,4850*1875*1865,,2,,15.8,23.0
20043,2021-07-19,11.6,{},2021-07-26,2021-07-26,2021-07-19,20,127,4433,4.21,8,1,2.0,0,5,2012-06-01,2012-07-03,779412.0,2.0,2011.0,1.8,15.0,1,34.8,1.0,6,2,,21,2,,2.0,4.0,3.0,3+2,4591*1770*1444,201107.0,1,,11.6,7.0
62948,2020-09-26,40.0,{},2020-10-29,2020-10-29,2020-09-26,27,382,11091,14.08,1,13,2.0,1,5,2013-08-01,2013-11-20,779411.0,3.0,2013.0,3.0,13.0,3,84.8,1.0,11,2,,29,1,2018-09-06,5.0,5.0,2.0,"1+2,4+2",4829*2176*1887,201211.0,2,,40.0,33.0
47232,2020-09-06,3.4,{},2020-09-07,2020-09-07,2020-09-06,7,115,8748,14.91,1,14,2.0,0,5,2013-04-01,2013-05-16,779415.0,2.0,2013.0,1.6,11.0,1,9.58,1.0,4,2,68.0,7,3,,1.0,5.0,2.0,1,4249*1695*1577,201304.0,1,,3.4,1.0
69567,2021-04-14,17.6,"{""2021-04-25"": ""15.88""}",2021-06-24,2021-06-24,2021-04-25,3,3,12022,4.52,1,18,1.0,0,5,2017-11-01,2018-01-05,779416.0,2.0,2018.0,2.0,3.0,1,22.98,1.0,3,2,3.0,3,1,,2.0,5.0,2.0,1+2,4878*1925*1734,201710.0,1,2058-04-14,15.88,71.0
70528,2020-06-24,6.98,"{""2020-07-04"": ""6.18"", ""2020-07-12"": ""5.82""}",2020-07-19,2020-07-19,2020-07-12,17,480,12153,13.42,1,17,1.0,0,5,2017-10-01,2017-11-01,,,2017.0,1.5,32.0,2,18.59,1.0,2,2,19.0,19,2,,,,,1,4740*1770*1480,201707.0,1,,5.82,25.0
24422,2020-07-29,19.5,{},2020-08-07,2020-08-07,2020-07-29,11,725,5130,8.76,1,1,2.0,1,5,2013-04-01,2013-08-06,779412.0,3.0,2013.0,3.0,13.0,1,58.8,1.0,3,2,,39,1,2020-06-15,4.0,5.0,2.0,1+2,4629*1898*1655,201304.0,1,,19.5,9.0
18114,2020-06-15,9.8,{},2020-06-27,2020-06-27,2020-06-15,8,400,4094,13.4,5,13,2.0,0,5,2007-01-01,2007-05-11,779412.0,3.0,2007.0,3.6,3.0,1,84.67,1.0,11,2,,58,1,,1.0,5.0,2.0,1+2,4754*1928*1726,200702.0,2,,9.8,12.0
55340,2021-05-07,14.38,{},2021-08-03,2021-08-03,2021-05-07,8,469,10021,3.96,1,35,1.0,0,5,2019-01-01,2019-02-18,779412.0,2.0,2019.0,1.4,16.0,1,18.28,1.0,5,2,119.0,10,1,,2.0,5.0,,1+2,4453*1841*1632,201810.0,1,,14.38,88.0
26517,2020-09-07,28.7,"{""2020-09-11"": ""28.8""}",2020-09-18,2020-09-18,2020-09-11,5,31,5470,4.76,1,1,1.0,1,7,2018-11-01,2019-01-02,779416.0,2.0,2017.0,2.0,3.0,1,32.99,1.0,10,2,,5,6,2020-07-30,2.0,5.0,2.0,1+2,5203*1878*1809,201611.0,2,,28.8,11.0
11439,2020-11-30,6.88,"{""2020-12-02"": ""6.6""}",2020-12-09,2020-12-09,2020-12-02,23,56,64,10.38,1,7,1.0,1,5,2014-08-01,2014-09-23,779419.0,2.0,2014.0,1.8,3.0,1,14.98,1.0,6,2,,25,2,2016-09-01,1.0,4.0,3.0,1,4710*1820*1470,201311.0,1,,6.6,9.0
10354,2021-05-26,22.88,"{""2021-05-27"": ""22.3799"", ""2021-05-29"": ""21.8"", ""2021-06-04"": ""22""}",2021-06-07,2021-06-07,2021-06-04,18,175,2810,15.96,6,17,2.0,0,5,2014-02-01,2014-03-25,779412.0,2.0,2014.0,2.0,13.0,1,46.66,1.0,8,2,34.0,23,2,,2.0,4.0,3.0,3+2,5055*1860*1491,201309.0,1,,22.0,12.0
937,2021-06-19,15.3,{},2021-07-10,2021-07-10,2021-06-19,20,209,846,6.01,1,1,1.0,0,5,2016-11-01,2016-11-28,779412.0,2.0,2016.0,1.6,7.0,1,28.98,1.0,5,2,159.0,21,1,,2.0,5.0,2.0,1+2,4431*1804*1532,201512.0,2,,15.3,21.0
41591,2021-03-10,9.6,{},2021-06-22,2021-06-22,2021-03-10,50,180,7859,13.88,1,4,2.0,1,5,2013-03-01,2013-06-09,779415.0,3.0,2013.0,2.5,5.0,1,27.98,1.0,5,2,139.0,54,1,2021-01-18,1.0,5.0,2.0,1+2,4595*1810*1735,201212.0,1,,9.6,104.0
20797,2020-05-05,2.1,{},2020-05-06,2020-05-06,2020-05-05,47,150,197,14.2,5,1,2.0,0,5,2011-09-01,2011-09-27,779414.0,2.0,2011.0,1.6,17.0,1,11.88,1.0,2,2,,51,2,,1.0,4.0,3.0,1+2,4556*1773*1486,201009.0,2,,2.1,1.0
66971,2021-07-02,26.98,{},2021-07-05,2021-07-05,2021-07-02,20,1156,11683,0.29,1,1,4.0,0,5,2020-11-01,2021-03-18,,,2021.0,1.3,7.0,1,31.88,,5,2,337.0,21,1,,,,,1+2,4638*1834*1687,202010.0,2,,26.98,3.0
53877,2020-10-22,8.5,{},2020-11-03,2020-11-03,2020-10-22,26,72,9770,2.52,1,3,1.0,0,5,2018-09-01,2018-12-28,,,2019.0,1.5,31.0,1,13.68,1.0,5,2,,22,1,,,,,1+2,4545*1855*1719,201810.0,2,,8.5,12.0
24621,2020-07-11,5.68,{},2020-07-16,2020-07-16,2020-07-11,6,20,5166,3.53,7,14,1.0,0,5,2018-10-01,2018-12-10,,,2018.0,1.8,32.0,1,9.78,1.0,5,2,,6,1,,,,,1,4440*1833*1560,201804.0,2,,5.68,5.0
24081,2021-03-18,8.5,{},2021-03-20,2021-03-20,2021-03-18,12,21,5085,0.24,1,1,4.0,0,5,2020-09-01,2020-11-11,,,2021.0,1.5,11.0,1,8.68,1.0,4,2,449.0,16,3,,,,,1+2,4109*1694*1537,202008.0,1,,8.5,2.0
65870,2020-08-18,22.5799,"{""2020-08-24"": ""21""}",2020-08-31,2020-08-31,2020-08-24,20,127,11520,6.27,1,19,1.0,0,5,2016-09-01,2017-02-21,779412.0,2.0,2016.0,2.0,15.0,1,31.48,1.0,6,2,91.0,21,2,,2.0,4.0,3.0,1+2,4714*1810*1442,201605.0,1,,21.0,13.0
63270,2021-07-16,1.28,{},2021-07-29,2021-07-29,2021-07-16,13,383,11140,15.27,2,3,2.0,1,5,2011-06-01,2012-01-04,779416.0,2.0,2010.0,1.8,6.0,1,12.99,1.0,6,2,,14,2,2014-01-15,1.0,4.0,3.0,1,4820*1807*1450,200909.0,1,,1.28,13.0
58874,2021-07-12,4.8,{},2021-07-23,2021-07-23,2021-07-12,12,53,1035,11.05,2,7,3.0,0,5,2007-10-01,2007-11-20,779415.0,2.0,2007.0,2.4,22.0,1,23.98,1.0,5,2,335.0,13,1,,1.0,5.0,2.0,1+2,4530*1820*1680,,1,2083-07-11,4.8,11.0
49686,2021-06-16,9.98,"{""2021-06-20"": ""9.6"", ""2021-06-21"": ""9.58"", ""2021-06-23"": ""9.28"", ""2021-06-27"": ""8.9799""}",2021-07-07,2021-07-07,2021-06-27,16,487,9101,2.26,4,17,4.0,0,5,2018-10-01,2019-01-15,779415.0,2.0,2019.0,1.5,3.0,1,13.99,1.0,2,2,594.0,27,2,,1.0,4.0,,1+2,4582*1795*1458,201906.0,1,,8.9799,21.0
50456,2021-01-07,2.4,{},2021-01-19,2021-01-19,2021-01-07,54,672,9237,16.76,5,5,2.0,0,5,2012-12-01,2013-03-12,779415.0,2.0,2012.0,1.6,6.0,1,6.98,1.0,2,2,525.0,31,2,,1.0,4.0,3.0,1,4400*1700*1415,201207.0,2,,2.4,12.0
21627,2021-02-28,9.8,{},2021-03-14,2021-03-14,2021-02-28,18,136,4730,5.55,6,1,2.0,0,5,2012-07-01,2012-08-21,779412.0,2.0,2012.0,2.0,3.0,1,31.9,1.0,5,2,122.0,23,1,,1.0,5.0,2.0,1+2,4469*1798*1583,201203.0,1,,9.8,14.0
63056,2021-07-19,3.28,{},2021-07-31,2021-07-31,2021-07-19,2,10,11111,10.26,4,14,2.0,0,5,2014-04-01,2014-04-30,779415.0,2.0,2014.0,1.3,6.0,1,7.58,1.0,4,2,393.0,2,2,,1.0,4.0,3.0,1,4410*1700*1490,201311.0,1,,3.28,12.0
4552,2020-11-24,1.8,"{""2020-12-07"": ""1.6""}",2020-12-08,2020-12-08,2020-12-07,17,128,161,1.92,4,19,2.0,0,5,2015-05-01,2015-11-20,779413.0,1.0,2015.0,1.0,1.0,1,4.39,1.0,7,2,99.0,19,3,,1.0,5.0,2.0,1,3460*1618*1465,201503.0,2,,1.6,14.0
37094,2020-07-29,10.0,{},2020-09-13,2020-09-13,2020-07-29,12,259,7129,3.54,2,17,1.0,0,5,2017-02-01,2017-04-20,779415.0,1.0,2017.0,1.8,11.0,1,15.38,1.0,1,2,606.0,16,1,,1.0,5.0,2.0,1+2,4294*1772*1605,201701.0,2,,10.0,46.0
46593,2020-06-25,7.5,{},2020-07-07,2020-07-07,2020-06-25,90,468,1334,0.82,3,1,1.0,0,5,2019-02-01,2019-04-19,,,2017.0,2.4,6.0,1,11.98,3.0,9,2,,111,5,,,,,1,5365*1900*1809,201711.0,2,2034-04-19,7.5,12.0
48915,2021-06-06,19.5,"{""2021-06-12"": ""19""}",2021-06-27,2021-06-27,2021-06-12,20,95,8977,12.21,6,1,2.0,2,5,2014-01-01,2014-04-16,779412.0,2.0,2014.0,1.8,15.0,1,44.5,1.0,8,2,,21,2,2021-04-09,2.0,4.0,3.0,3+2,5021*1854*1487,201401.0,2,,19.0,21.0
11004,2020-08-09,9.8,{},2020-08-26,2020-08-26,2020-08-09,11,63,2906,8.33,1,1,2.0,0,5,2011-06-01,2011-07-04,779412.0,2.0,2011.0,2.0,2.0,1,30.98,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,201009.0,2,,9.8,17.0
34531,2020-12-01,4.8,"{""2020-12-05"": ""4.6""}",2020-12-14,2020-12-14,2020-12-05,8,208,1079,10.97,1,1,2.0,0,5,2012-03-01,2012-04-01,779412.0,2.0,2012.0,1.4,6.0,1,13.68,1.0,2,2,,8,3,,2.0,5.0,2.0,1+2,4199*1786*1479,201202.0,1,,4.6,13.0
3880,2020-06-06,11.8,"{""2020-06-11"": ""11.6"", ""2020-06-12"": ""11.5"", ""2020-06-23"": ""11"", ""2020-07-04"": ""10.8""}",2020-07-13,2020-07-13,2020-07-04,11,186,1726,3.37,1,1,2.0,1,5,2014-11-01,2015-01-26,779412.0,2.0,2014.0,1.4,31.0,1,24.88,1.0,2,2,,12,3,2017-11-16,2.0,5.0,2.0,1+2,4319*1785*1441,201403.0,2,,10.8,37.0
473,2021-06-09,10.38,"{""2021-06-23"": ""9.64""}",2021-08-02,2021-08-02,2021-06-23,8,262,445,5.1,1,3,1.0,0,5,2017-05-01,2017-07-27,779412.0,2.0,2017.0,1.4,16.0,1,15.99,1.0,2,2,197.0,10,2,,2.0,4.0,3.0,1+2,4598*1826*1425,201608.0,2,,9.64,54.0
34875,2020-09-20,13.68,"{""2020-09-21"": ""13.18""}",2020-09-27,2020-09-27,2020-09-21,16,37,6784,4.66,4,17,1.0,0,5,2018-03-01,2018-04-18,,,2018.0,2.5,3.0,1,19.28,1.0,5,2,315.0,18,1,,,,,1+2,4633*1840*1535,201708.0,1,,13.18,7.0
20302,2021-01-31,21.8,{},2021-02-20,2021-02-20,2021-01-31,3,426,4467,5.91,5,1,1.0,1,7,2015-07-01,2016-06-20,779416.0,3.0,2016.0,3.5,3.0,1,63.98,1.0,11,2,,81,1,2019-11-19,,,2.0,3+2,5037*2005*1818,201510.0,1,,21.8,20.0
10001,2020-04-29,18.8,"{""2020-05-19"": ""17.8""}",2020-06-24,2020-06-24,2020-05-19,42,107,2775,12.6,2,13,3.0,1,5,2009-10-01,2010-02-04,779412.0,3.0,2007.0,3.6,3.0,1,88.8,1.0,11,2,587.0,43,1,2019-10-29,1.0,5.0,2.0,1+2,4798*1928*1699,200703.0,2,,17.8,56.0
13097,2021-01-04,2.99,{},2021-02-02,2021-02-02,2021-01-04,64,250,3312,7.6,1,4,2.0,0,5,2016-04-01,2016-05-05,779413.0,1.0,2016.0,1.5,12.0,1,7.88,,1,2,192.0,73,1,,1.0,5.0,2.0,1,4325*1765*1660,201509.0,2,,2.99,29.0
72180,2021-04-10,5.8,"{""2021-04-12"": ""5.68"", ""2021-04-16"": ""5.48"", ""2021-04-18"": ""5.45"", ""2021-04-19"": ""5.75""}",2021-04-22,2021-04-22,2021-04-19,32,139,12443,4.05,8,1,2.0,1,5,2016-11-01,2017-04-06,779415.0,2.0,2013.0,1.5,4.0,1,8.28,1.0,4,2,105.0,34,3,2020-07-23,1.0,5.0,2.0,,3765*1690*1510,201308.0,1,,5.75,12.0
43322,2020-04-19,3.5,{},2020-05-30,2020-05-30,2020-04-19,22,178,8147,5.22,1,15,2.0,0,5,2013-10-01,2014-01-03,779413.0,1.0,2013.0,1.5,1.0,1,8.97,1.0,4,2,518.0,22,3,,1.0,5.0,2.0,1,3999*1728*1517,201210.0,2,,3.5,41.0
21719,2020-12-27,0.98,{},2021-01-02,2021-01-02,2020-12-27,53,189,4738,20.13,2,15,3.0,0,5,2007-06-01,2007-07-05,779413.0,1.0,2007.0,2.0,21.0,1,15.18,1.0,6,2,242.0,59,2,,1.0,4.0,3.0,1+2,4705*1782*1465,,1,,0.98,6.0
25113,2021-01-19,13.2,{},2021-01-27,2021-01-27,2021-01-19,2,363,5228,0.52,4,17,4.0,0,5,2019-10-01,2020-01-13,779415.0,2.0,2020.0,2.0,30.0,1,15.88,1.0,1,2,559.0,24,1,,1.0,5.0,,1+2,4405*1795*1565,201911.0,1,,13.2,8.0
55207,2020-12-20,4.91,"{""2020-12-22"": ""4.5"", ""2021-01-13"": ""4.3""}",2021-02-20,2021-02-20,2021-01-13,64,439,9997,10.28,2,17,2.0,0,7,2013-03-01,2013-06-17,779413.0,1.0,2012.0,2.0,21.0,1,17.18,1.0,10,2,439.0,73,6,,2.0,5.0,2.0,1,5100*1840*1970,,1,,4.3,62.0
59313,2021-06-17,4.3,{},2021-06-18,2021-06-18,2021-06-17,8,219,10514,15.5,2,1,2.0,0,5,2013-05-01,2013-06-20,779412.0,2.0,2013.0,1.4,16.0,1,14.79,1.0,2,2,,10,2,,2.0,4.0,3.0,1,4605*1765*1460,201208.0,1,,4.3,1.0
63871,2020-09-19,4.98,{},2020-09-23,2020-09-23,2020-09-19,47,333,11220,2.94,1,1,1.0,1,5,2015-11-01,2016-01-06,779414.0,2.0,2016.0,1.6,3.0,1,9.58,1.0,2,1,,51,2,2020-09-10,1.0,4.0,3.0,1,4427*1748*1476,201601.0,1,,4.98,4.0
59745,2021-04-13,26.2,{},2021-04-22,2021-04-22,2021-04-13,12,224,1267,2.98,1,1,1.0,0,7,2019-06-01,2019-08-16,779415.0,2.0,2016.0,2.4,11.0,1,29.28,1.0,12,2,330.0,13,6,,1.0,5.0,2.0,1+2,4940*1845*1710,201601.0,1,,26.2,9.0
44629,2020-09-06,36.1,{},2020-09-12,2020-09-12,2020-09-06,18,175,1141,2.62,1,28,4.0,0,5,2018-11-01,2019-01-21,,,2019.0,2.0,13.0,1,42.69,1.0,8,2,153.0,23,2,,,,,3+2,5087*1868*1500,201812.0,1,2100-09-06,36.1,6.0
67322,2020-11-10,15.18,"{""2020-11-11"": ""15"", ""2020-11-16"": ""14.8"", ""2020-12-04"": ""14.7""}",2020-12-27,2020-12-27,2020-12-04,54,453,11738,4.84,1,11,1.0,0,5,2018-11-01,2019-02-18,,,2019.0,2.4,5.0,1,19.48,1.0,5,2,404.0,83,1,,,,,1+2,4705*1810*1710,201811.0,1,,14.7,47.0
25170,2020-06-17,21.8,"{""2020-07-15"": ""21.5"", ""2020-07-26"": ""18.8""}",2020-08-03,2020-08-03,2020-07-26,2,230,5237,10.81,8,17,1.0,1,5,2014-03-01,2014-04-10,779415.0,2.0,2012.0,2.5,3.0,1,33.98,1.0,8,2,210.0,2,2,2020-06-01,1.0,4.0,3.0,1+2,5005*1810*1500,201207.0,1,,18.8,47.0
48830,2020-09-14,41.8,{},2020-10-10,2020-10-10,2020-09-14,18,175,8978,2.39,2,4,1.0,0,5,2017-10-01,2018-03-16,779412.0,2.0,2018.0,2.0,13.0,1,52.49,1.0,8,2,205.0,23,2,,2.0,4.0,3.0,3+2,5087*1868*1500,201706.0,1,2065-09-14,41.8,26.0
38950,2021-06-17,3.3,"{""2021-07-08"": ""2.88"", ""2021-07-31"": ""2.78""}",2021-08-03,2021-08-03,2021-07-31,7,86,7426,11.33,5,5,2.0,1,5,2008-08-01,2008-12-23,779415.0,2.0,2008.0,1.6,4.0,1,11.68,1.0,2,2,68.0,7,3,2008-12-15,1.0,5.0,2.0,1,4250*1695*1535,,1,,2.78,47.0
59001,2020-03-27,3.8,"{""2020-04-13"": ""3.65""}",2020-04-18,2020-04-18,2020-04-13,5,5,604,11.65,6,16,2.0,0,5,2014-06-01,2014-08-12,779416.0,2.0,2013.0,1.5,3.0,1,10.19,1.0,2,2,1.0,5,2,,1.0,4.0,3.0,1,4515*1725*1445,201302.0,2,,3.65,22.0
54361,2020-11-12,3.5,"{""2020-11-14"": ""3.3"", ""2020-11-15"": ""3.2""}",2020-11-16,2020-11-16,2020-11-15,1,167,9860,7.8,6,17,1.0,0,7,2014-12-01,2015-01-22,779413.0,1.0,2014.0,1.5,6.0,1,8.28,1.0,14,2,1.0,1,6,,1.0,5.0,2.0,1,4685*1785*1745,201411.0,1,,3.2,4.0
50115,2021-05-15,2.5,{},2021-05-16,2021-05-16,2021-05-15,5,5,9165,12.19,5,1,2.0,0,5,2011-09-01,2011-10-18,779416.0,2.0,2011.0,1.6,4.0,1,11.79,1.0,2,2,,5,2,,1.0,4.0,3.0,1,4515*1725*1445,201008.0,2,,2.5,1.0
71036,2020-04-13,11.0,{},2020-04-27,2020-04-27,2020-04-13,2,34,12243,9.12,2,1,2.0,2,5,2012-02-01,2012-04-01,779415.0,2.0,2011.0,2.7,3.0,1,24.88,1.0,3,2,328.0,24,1,2016-11-02,1.0,5.0,2.0,1+2,4785*1910*1730,201112.0,2,,11.0,14.0
34733,2020-04-26,26.68,{},2020-08-21,2020-08-21,2020-04-26,20,127,6777,3.79,2,15,1.0,0,5,2016-10-01,2017-03-10,779412.0,2.0,2016.0,2.0,15.0,1,35.38,1.0,6,2,91.0,21,2,,2.0,4.0,3.0,1+2,4783*1810*1442,201605.0,2,,26.68,117.0
4535,2020-07-02,1.88,{},2020-08-12,2020-08-12,2020-07-02,34,588,1847,14.87,5,14,3.0,0,5,2009-12-01,2010-01-12,779413.0,1.0,2010.0,1.8,5.0,1,9.98,1.0,14,2,467.0,36,6,,1.0,5.0,2.0,1,4384*1718*1579,201003.0,2,,1.88,41.0
42761,2021-07-29,24.8,{},2021-08-18,2021-08-18,2021-07-29,11,359,8035,11.69,2,1,2.0,3,4,2011-04-01,2011-07-06,779412.0,3.0,2011.0,3.0,13.0,1,99.8,1.0,16,2,,39,2,2020-12-23,4.0,4.0,3.0,3+2,5267*1949*1460,201011.0,1,,24.8,20.0
38980,2020-06-30,6.8,{},2020-06-30,2020-06-30,2020-06-30,18,33,7404,12.34,1,1,2.0,1,5,2010-04-01,2010-07-05,779412.0,2.0,2010.0,2.0,3.0,1,37.5,1.0,6,2,122.0,23,2,2019-06-03,1.0,4.0,3.0,1+2,4531*1817*1421,200908.0,2,,6.8,0.0
23964,2020-04-08,9.7,{},2020-04-19,2020-04-19,2020-04-08,8,83,912,13.6,1,1,3.0,1,5,2012-08-01,2012-10-17,779412.0,2.0,2012.0,2.0,32.0,1,28.08,1.0,6,2,,8,2,2017-10-27,2.0,4.0,3.0,1+2,4799*1855*1417,201203.0,1,,9.7,11.0
27951,2021-04-17,77.5,"{""2021-04-27"": ""75""}",2021-05-03,2021-05-03,2021-04-27,20,675,5714,3.09,2,1,1.0,0,7,2017-04-01,2017-07-17,779412.0,3.0,2017.0,3.0,19.0,1,115.8,,15,2,492.0,48,1,,5.0,5.0,2.0,3+2,5130*1982*1849,201612.0,2,,75.0,16.0
2935,2020-12-15,14.2,{},2020-12-24,2020-12-24,2020-12-15,16,538,1595,9.6,1,1,1.0,0,7,2015-07-01,2016-12-09,779415.0,2.0,,2.5,21.0,1,24.98,1.0,12,2,409.0,18,6,,1.0,5.0,2.0,1,4860*1852*1685,201501.0,2,,14.2,9.0
72106,2020-11-27,8.99,{},2020-12-08,2020-12-08,2020-11-27,32,418,12433,4.66,4,1,2.0,0,4,2012-01-01,2012-03-22,779415.0,3.0,2011.0,1.3,4.0,1,15.2,1.0,1,2,340.0,85,1,,1.0,3.0,2.0,1,3665*1600*1705,201012.0,2,,8.99,11.0
44245,2020-09-26,4.2,{},2020-10-02,2020-10-02,2020-09-26,3,137,820,12.91,5,14,2.0,0,5,2013-10-01,2013-12-25,779416.0,2.0,2012.0,1.6,32.0,1,14.39,1.0,2,2,,3,3,,1.0,5.0,2.0,1+2,4368*1823*1483,201202.0,1,,4.2,6.0
49752,2020-12-25,3.8,{},2020-12-27,2020-12-27,2020-12-25,34,762,9108,1.96,1,3,1.0,0,5,2018-11-01,2018-11-28,779413.0,1.0,2017.0,1.5,11.0,1,10.28,1.0,6,2,597.0,65,2,,2.0,4.0,3.0,1,4700*1802*1478,201609.0,2,,3.8,2.0
50546,2021-06-30,17.58,{},2021-07-06,2021-07-06,2021-06-30,11,186,9261,3.1,1,1,1.0,0,5,2017-03-01,2019-11-06,779412.0,2.0,2017.0,2.0,7.0,1,25.5,1.0,2,2,422.0,12,2,,2.0,4.0,2.0,1+2,4457*1796*1417,201704.0,2,,17.58,6.0
26859,2021-03-10,85.5,"{""2021-04-13"": ""84.5""}",2021-04-16,2021-04-16,2021-04-13,11,359,5520,1.26,2,1,1.0,0,5,2019-09-01,2020-07-15,779412.0,3.0,2019.0,3.0,13.0,1,104.28,,16,2,,39,2,,2.0,4.0,,3+2,5302*1945*1487,201908.0,2,,84.5,37.0
14177,2021-03-07,4.8,{},2021-03-13,2021-03-13,2021-03-07,22,309,3464,7.37,1,1,1.0,1,5,2017-05-01,2017-08-14,779413.0,1.0,2017.0,1.5,4.0,1,9.98,1.0,1,2,237.0,22,1,2020-05-29,1.0,5.0,2.0,1,4314*1809*1648,201703.0,1,,4.8,6.0
4394,2020-04-08,1.68,{},2020-06-13,2020-06-13,2020-04-08,25,80,1815,14.21,5,4,2.0,0,5,2012-07-01,2012-08-13,779413.0,1.0,2012.0,1.5,6.0,1,5.79,1.0,4,2,,28,2,,1.0,4.0,3.0,1,4360*1710*1475,201202.0,2,2038-04-08,1.68,66.0
50804,2020-01-04,15.9,"{""2020-01-12"": ""15.5"", ""2020-01-20"": ""14.9""}",2020-02-06,2020-02-06,2020-01-20,68,271,9302,6.77,4,3,1.0,1,5,2018-04-01,2018-06-25,,,2018.0,2.3,3.0,1,18.98,1.0,5,2,202.0,15,1,2019-12-16,,,,1,4645*1925*1871,201805.0,1,,14.9,33.0
38295,2020-10-17,10.98,{},2020-10-31,2020-10-31,2020-10-17,44,201,299,5.96,2,4,1.0,1,5,2017-07-01,2017-08-28,779416.0,2.0,2017.0,1.4,31.0,1,17.98,1.0,5,2,,46,1,2019-06-16,2.0,5.0,2.0,1+2,4415*1819*1625,201612.0,2,,10.98,14.0
4899,2021-03-04,4.5,{},2021-04-02,2021-04-02,2021-03-04,7,182,1911,5.52,6,9,1.0,3,5,2015-12-01,2016-07-27,779415.0,2.0,2015.0,1.5,6.0,1,8.4,1.0,2,2,140.0,7,2,2020-11-06,1.0,4.0,3.0,1,4456*1696*1514,201506.0,2,,4.5,29.0
506,2021-06-01,34.5,{},2021-07-10,2021-07-10,2021-06-01,20,118,478,7.89,2,1,1.0,0,5,2017-11-01,2018-04-18,779412.0,2.0,2018.0,2.0,19.0,1,57.9,,3,2,91.0,21,1,,2.0,5.0,,3+2,4661*1898*1664,201710.0,2,,34.5,39.0
58229,2021-06-20,9.2,{},2021-06-28,2021-06-28,2021-06-20,5,31,34,11.86,3,1,1.0,0,7,2014-11-01,2015-01-07,779416.0,2.0,2014.0,2.4,3.0,1,20.9,1.0,10,2,,5,6,,1.0,5.0,2.0,1,5213*1847*1750,201312.0,3,,9.2,8.0
